视频编号,视频文件,Session,题目,A,B,C,D,正确答案,视频时长秒
vid_2402,2402.mp4,5,视频里持笔的手主要在做什么？,写字,扫地,做饭,画画,D,14.883
vid_2403,2403.mp4,7,视频拍摄的主要场景是哪里？,室外篮球场,餐馆后厨,海边沙滩,室内教室,A,14.883
vid_2404,2404.mp4,13,视频中的人物主要在做什么？,设计打理发型,演唱歌曲,制作饭菜,维修家电,A,14.883
vid_2405,2405.mp4,12,视频中的人物主要在做什么？,烹饪制作食物,弹奏乐器,清洁汽车内饰,栽种植物,C,14.883
vid_2406,2406.mp4,4,视频中的人物主要在做什么？,弹奏乐器,打扫卫生,烹饪做饭,展示穿搭,D,14.884
vid_2407,2407.mp4,9,视频中出现的知名英雄形象是？,蝙蝠侠,蜘蛛侠,钢铁侠,奥特曼,D,14.884
vid_2408,2408.mp4,3,视频中后方桌旁的男子主要在做什么？,吃饭,睡觉,看书,扫地,A,14.884
vid_2409,2409.mp4,14,视频中的人物主要在做什么？,洗衣服,做空翻动作,写作业,打羽毛球,B,14.884
vid_2410,2410.mp4,2,视频主要展示的待配送货品是什么？,生鲜整鸡,新鲜水果,袋装大米,瓶装饮料,A,14.884
vid_2411,2411.mp4,16,视频沿路主要展示什么景物？,施工的围挡,成片的麦田,散落的乱石,盛放的鲜花,D,14.884
vid_2412,2412.mp4,11,视频中的人物主要在做什么？,炒菜做饭,跑步锻炼,伏案写字,对着镜头做手势,D,14.884
vid_2413,2413.mp4,15,视频主要展示的景观是什么？,海洋,冰川,森林,沙漠,B,14.884
vid_2414,2414.mp4,8,视频的主要场景是哪里？,装修施工工地,餐厅后厨,医院病房,学校教室,A,14.884
vid_2415,2415.mp4,17,视频中的两位女士主要在做什么？,画画,打球,做饭,跳舞,D,14.884
vid_2416,2416.mp4,13,视频中的人物主要在做什么？,围坐吃饭,打球运动,伏案写作,跳舞表演,A,14.9
vid_2417,2417.mp4,7,视频主要展示的物体是什么？,电动车,自行车,汽车,摩托车,C,14.905
vid_2418,2418.mp4,12,视频中两位人物主要在做什么？,牵手走路,开车兜风,游泳玩水,做饭吃饭,A,14.905
vid_2419,2419.mp4,5,视频里的游戏角色主要在做什么？,挥剑攻击敌人,烹饪食物,射箭破坏木桩,弹奏乐曲,C,14.906
vid_2420,2420.mp4,1,视频中的人物主要在做什么？,跑步,做饭,弹琴,自拍,D,14.906
vid_2421,2421.mp4,6,视频主要展示的行为是什么？,厨房炒菜做饭,操场跑步锻炼,自动售货机买水,教室听课学习,C,14.906
vid_2422,2422.mp4,2,视频主要展现的是哪类场景？,追悼现场,聚餐现场,演出现场,婚礼现场,A,14.908
vid_2423,2423.mp4,14,视频中反复出现的飞行动物是？,蜻蜓,蜜蜂,燕子,蝴蝶,C,14.908
vid_2424,2424.mp4,17,视频中的人物主要在做什么？,对着镜头自拍,在厨房做饭,在教室写作业,在操场跑步,A,14.908
vid_2425,2425.mp4,11,视频主要展示的是什么？,广阔的草原,开花的果树林,海边的沙滩,城市的街道,B,14.908
vid_2426,2426.mp4,10,视频中随处大量堆放的建材是什么？,红砖,玻璃,钢筋,木材,A,14.908
vid_2427,2427.mp4,3,视频的主要场景是哪里？,学校教室,居民家中,大型商场,狭窄小巷,D,14.908
vid_2428,2428.mp4,4,视频里的人物主要在做什么？,对着镜头做手部动作,清洗衣物,吃饭用餐,伏案写字,A,14.908
vid_2429,2429.mp4,8,视频中的人物主要在做什么？,生火做饭,打球运动,跳舞表演,田间锄地,D,14.908
vid_2430,2430.mp4,15,视频中的女生主要在做什么？,踢矿泉水瓶,绘画创作,击打沙袋,整理衣物,A,14.921
vid_2431,2431.mp4,9,视频中的人物主要在做什么？,跑步锻炼身体,写字画画,做饭炒菜,做各种面部表情,D,14.928
vid_2432,2432.mp4,13,视频中的男子主要在做什么？,炒菜做饭,对镜展示穿搭,跑步锻炼,批改作业,B,14.929
vid_2433,2433.mp4,1,视频中的人物主要在做什么？,自拍展示写真,打扫卫生,打羽毛球,烹饪做饭,A,14.929
vid_2434,2434.mp4,12,视频里的人物主要在做什么？,烹饪做饭,伏案办公学习,跳舞表演,体育锻炼,B,14.929
vid_2435,2435.mp4,7,视频中的人物主要在做什么？,打篮球,踢足球,打乒乓球,打羽毛球,A,14.929
vid_2436,2436.mp4,16,视频中出镜最久的人物外套主色调是？,明黄色,翠绿色,深蓝色,粉红色,C,14.929
vid_2437,2437.mp4,10,视频中的人物主要在做什么？,跑步,做饭,看书,洗脸,D,14.93
vid_2438,2438.mp4,6,视频中人物主要在做什么？,清洗衣服,缝制衣服,熨烫衣服,给卫衣抽绳打结,D,14.93
vid_2439,2439.mp4,11,视频中的小男孩主要在做什么？,吃食物,画画,帮人穿拖鞋,搭积木,C,14.931
vid_2440,2440.mp4,2,视频中的女士主要在做什么？,跑步锻炼,写字办公,烹饪做饭,对着镜头自拍,D,14.931
vid_2441,2441.mp4,5,视频主要展示的是什么？,大量自行车,客运大客车,各式电动车辆,燃油摩托车,C,14.931
vid_2442,2442.mp4,3,视频主要展示的核心对象是什么？,小型盆栽,中老年男性,年轻女性,家养宠物猫,C,14.931
vid_2443,2443.mp4,14,视频中的男子主要在做什么？,打乒乓球,打扫卫生,做饭炒菜,拿着扇子跳舞,D,14.931
vid_2444,2444.mp4,4,视频中的人物主要在做什么？,装修施工作业,跑步锻炼,跳舞表演,烹饪做饭,A,14.931
vid_2445,2445.mp4,12,视频中的小女孩主要在做什么？,玩积木,写作业,叠被子,煮饭菜,A,14.931
vid_2446,2446.mp4,16,视频中的老年女性主要在做什么？,田间劳作,伏案写字,炒菜做饭,做手部手势动作,D,14.931
vid_2447,2447.mp4,17,视频主要展示的成排车辆是什么？,消防车队,环卫车队,婚礼车队,工程车队,C,14.931
vid_2448,2448.mp4,9,视频中人物拿起展示的物体是什么？,带壳花生,小石子,新鲜花瓣,碎纸片,A,14.931
vid_2449,2449.mp4,8,视频中的人物主要在做什么？,粉刷室内墙壁,铺设屋顶瓦片,铺设室内地砖,收割田间庄稼,B,14.931
vid_2450,2450.mp4,15,视频中的人物主要在做什么？,在舞台跳舞,在泳池游泳,坐着眺望山景,在厨房做饭,C,14.931
vid_2451,2451.mp4,13,视频中的男子主要在做什么？,打扫房间,弹奏乐器,修理汽车,处理青草,D,14.934
vid_2452,2452.mp4,1,视频中男子主要在做什么运动？,踢足球,打排球,打篮球,打羽毛球,A,14.938
vid_2453,2453.mp4,10,视频主要展示的人物是？,老奶奶,年轻男子,小女孩,男童,B,14.953
vid_2454,2454.mp4,5,视频中男子主要在做什么？,弹奏钢琴,清洗衣物,用气球制作椅子,炒制菜肴,C,14.953
vid_2455,2455.mp4,17,视频中的人物主要在做什么？,打球,看书,跳舞,做饭,C,14.953
vid_2456,2456.mp4,7,视频主要展示的动物是什么？,狗,鹅,猫,兔子,A,14.953
vid_2457,2457.mp4,6,视频中的女性主要在做什么？,修理三轮车,弹奏乐器,整理货品的遮盖布,跳舞表演,C,14.953
vid_2458,2458.mp4,15,视频主要展示的是什么？,汽车,自行车,摩托车,电动车,A,14.954
vid_2459,2459.mp4,2,视频主要展示了什么场景？,室内起火冒烟,家庭聚会用餐,打扫房间卫生,室内进水被淹,D,14.954
vid_2460,2460.mp4,11,视频里的女性主要在做什么？,做饭,跳舞,扫地,自拍,D,14.954
vid_2461,2461.mp4,4,视频主要展示的天气景象是？,下雪天,雾霾天,大晴天,下雨天,A,14.954
vid_2462,2462.mp4,9,视频里的女士主要在做什么？,跑步锻炼,对着镜头说话,炒菜做饭,伏案写字,B,14.954
vid_2463,2463.mp4,8,视频中的人物主要在做什么？,弹奏钢琴,对着镜头自拍,烹饪做饭,打羽毛球,B,14.954
vid_2464,2464.mp4,3,视频拍摄的主要场景是哪里？,居民住宅,在建工地,学校教室,超市卖场,B,14.954
vid_2465,2465.mp4,14,视频里的男子主要在做什么？,给甘蔗削叶,翻挖土地,采摘鲜果,收割水稻,A,14.954
vid_2466,2466.mp4,16,视频主要展示的家居用品是什么？,电热水壶,饭菜保温板,圆形餐桌,家用电磁炉,B,14.959
vid_2467,2467.mp4,13,视频中的人物主要在做什么？,对着镜头说话,跳广场舞,烹饪做饭,跑步锻炼,A,14.967
vid_2468,2468.mp4,12,视频中的人物主要在进行什么活动？,做饭,打篮球,画画,打麻将,D,14.975
vid_2469,2469.mp4,1,视频中主要出现的动物是？,兔子,狗,猫,仓鼠,B,14.975
vid_2470,2470.mp4,5,视频中的小男孩主要在做什么？,扫地,看手机,跳绳,画画,B,14.976
vid_2471,2471.mp4,6,视频中的小孩主要在做什么？,打扫地面,画画,拍皮球,展示网中物品,D,14.976
vid_2472,2472.mp4,7,系围裙的男士主要在做什么？,弹奏乐器,打扫房间卫生,端菜摆到餐桌上,清洗衣物,C,14.976
vid_2473,2473.mp4,6,视频中人们主要在做什么？,制作手工制品,打扫房间卫生,处理手部伤口,练习书法,C,14.977
vid_2474,2474.mp4,11,视频中的两人主要在做什么？,跑步锻炼,炒菜做饭,伏案写字,持花互动,D,14.977
vid_2475,2475.mp4,17,视频的主要拍摄场景是哪里？,汽车内部,海边沙滩,学校教室,家庭厨房,A,14.977
vid_2476,2476.mp4,13,男子怀中抱着的主要物品是什么？,陶瓷水杯,普通抱枕,小猪玩偶,新鲜苹果,C,14.977
vid_2477,2477.mp4,1,视频里塑料袋中盛放的主要物品是？,玩具,香烟,文具,水果,B,14.977
vid_2478,2478.mp4,4,视频里的人物主要在做什么？,踢足球,跑步,打排球,打篮球,B,14.977
vid_2479,2479.mp4,17,视频拍摄的主要场景是哪里？,室内游泳馆,学校教室,露天烧烤夜市,写字楼办公室,C,14.977
vid_2480,2480.mp4,9,视频里的人物主要在做什么？,唱歌,写字,吃东西,跳舞,C,14.977
vid_2481,2481.mp4,10,视频主要展示的内容是？,男子不同场景留影,汽车组装过程,农田收割作业,专业舞蹈教学,A,14.977
vid_2482,2482.mp4,12,视频主要展示了什么？,道路行驶的汽车,超市货架商品,穿绣花民族服饰的男子,林间野生大熊猫,C,14.977
vid_2483,2483.mp4,8,视频中的主要场景位于哪里？,写字楼内,乡村户外,城市商业街,海边沙滩,B,14.977
vid_2484,2484.mp4,16,视频里的人物主要在做什么？,跳广场舞,织毛衣,包饺子,写春联,C,14.977
vid_2485,2485.mp4,10,视频中的人物主要在做什么？,对着镜头留影,教室上课学习,围坐聚餐吃饭,跑步登山赶路,A,14.977
vid_2486,2486.mp4,14,视频里的女子主要在做什么？,修缮房屋,喂养家禽,清洗衣物,打扫庭院,B,14.977
vid_2487,2487.mp4,2,视频主要展示的场景是什么？,白天室内教室,乡村农田野外,夏日海边沙滩,夜晚户外灯展,D,14.977
vid_2488,2488.mp4,14,视频拍摄的主要场地是？,写字楼办公室,废品回收站,服装专卖店,蔬菜大棚,B,14.977
vid_2489,2489.mp4,5,视频拍摄的主要场景是哪里？,汽车内部,餐厅后厨,学校教室,海边沙滩,A,14.977
vid_2490,2490.mp4,15,视频中主要人物在做什么？,集体跳广场舞,迎接亲友并献花拥抱,排队检票进入车站,排队购买商品,B,14.977
vid_2491,2491.mp4,7,视频里的人物主要在做什么？,跳舞,做饭,打球,画画,A,14.977
vid_2492,2492.mp4,3,视频拍摄的主要场景是哪里？,游泳池,餐厅,图书馆,篮球场,A,14.977
vid_2493,2493.mp4,4,视频主要展示人们在做什么？,体育比赛,舞台表演,超市购物,接种疫苗,D,14.999
vid_2494,2494.mp4,3,视频里的男子主要在做什么？,对着镜头说话,弹奏钢琴,在操场跑步,炒菜做饭,A,14.999
vid_2495,2495.mp4,8,视频中的人物主要在做什么？,步行赶路,修理车辆,骑自行车,驾驶摩托车,D,14.999
vid_2496,2496.mp4,11,视频里的小孩主要在做什么？,吃饭,画画,练习踢腿,看书,C,14.999
vid_2497,2497.mp4,15,视频中的人物主要在做什么？,跳舞,写字,唱歌,吃东西,D,14.999
vid_2498,2498.mp4,9,视频主要展示的是什么？,家电说明书,花园设计图纸,数学习题内容,动物摄影作品,B,14.999
vid_2499,2499.mp4,2,视频主要展示的物体是什么？,自行车,汽车,电动车,摩托车,B,14.999
vid_2500,2500.mp4,16,视频拍摄的主要场景是哪里？,厨房,卧室,教室,海边,A,15.0
vid_2501,2501.mp4,5,视频中出现的女士身处什么场景？,水边岸边,车间里面,沙漠里面,舞台上面,A,15.001
vid_2502,2502.mp4,1,视频中的人物主要在做什么？,跳舞,做饭,唱歌,打球,C,15.001
vid_2503,2503.mp4,17,视频中的男子主要在做什么？,在厨房烹饪食材,在教室上课学习,在操场跑步锻炼,在树上摆弄枝上物体,D,15.001
vid_2505,2505.mp4,7,视频中的人物主要在做什么？,做各类手部动作,烹饪炒菜,跑步跳远,弹奏乐器,A,15.001
vid_2506,2506.mp4,12,视频主要展示的场景是哪里？,教室课堂,厨房内部,海边沙滩,城市十字路口,D,15.001
vid_2507,2507.mp4,6,视频里的人物主要在做什么？,靠在一起休闲,进行跑步比赛,烹饪做饭,弹奏乐器,A,15.001
vid_2508,2508.mp4,3,视频主要展示的是什么？,乡村住宅,山间瀑布,地铁车站,商用写字楼,A,15.001
vid_2509,2509.mp4,14,视频中的小男孩主要在做什么？,骑自行车出行,坐着写作业,拉着行李箱行走,踢足球玩耍,C,15.001
vid_2510,2510.mp4,13,视频中的女性主要在做什么？,在超市购物,在花田摆姿势,在操场打球,在厨房炒菜,B,15.001
vid_2511,2511.mp4,2,视频主要展示的交通工具是什么？,公交车,家用轿车,自行车,电动摩托车,D,15.001
vid_2512,2512.mp4,8,视频主要展示的在建大型设施是什么？,跨河大桥,穿山隧道,体育场馆,高层住宅,A,15.001
vid_2513,2513.mp4,11,视频中台上的男子主要在做什么？,烹饪食物,表演节目,清扫路面,修理家电,B,15.016
vid_2514,2514.mp4,4,视频中的人物主要在做什么？,河中捕鱼,采摘野菜,跳舞表演,厨房做饭,B,15.016
vid_2515,2515.mp4,15,视频中的人物主要在做什么？,跳绳,玩单杠,踢足球,画画,B,15.021
vid_2516,2516.mp4,16,视频主要展示的场景是哪里？,学校校门处,医院门诊外,商场入口处,小区大门外,B,15.022
vid_2517,2517.mp4,9,视频主要展示什么？,摩托车,自行车,汽车,电动车,C,15.022
vid_2518,2518.mp4,13,视频中的人物主要在做什么？,采摘茶叶,修剪果树,收割水稻,种植蔬菜,C,15.023
vid_2519,2519.mp4,8,视频主要展示的是什么内容？,歌舞演出,山水风景,聊天对话,美食制作,C,15.024
vid_2520,2520.mp4,13,视频中男子主要展示的物品是？,苹果,书本,人民币,玩具,C,15.024
vid_2521,2521.mp4,4,视频里的成年男子主要在做什么？,陪小孩在球池玩耍,在厨房炒菜做饭,在书桌写字画画,在操场跑步打球,A,15.024
vid_2522,2522.mp4,4,视频中人物主要在做什么？,自拍,上课,游泳,做饭,A,15.024
vid_2523,2523.mp4,17,视频中的人物主要在做什么？,跑步锻炼,对着镜头说话,烹饪做饭,书写绘画,B,15.024
vid_2524,2524.mp4,13,视频主要展示的内容是什么？,一棵树,一位女士,一辆车,一只猫,B,15.024
vid_2525,2525.mp4,1,视频中的人物主要在做什么？,读书写字,跑步运动,做饭炒菜,对着镜头展示自己,D,15.024
vid_2526,2526.mp4,15,视频中的人物主要在做什么？,对着镜头说话,弹奏乐器,跑步锻炼,烹饪炒菜,A,15.024
vid_2527,2527.mp4,10,视频拍摄的主要场景是哪里？,卫生间,卧室,教室,厨房,D,15.024
vid_2528,2528.mp4,11,视频主要展示的户外场景是哪里？,海边沙滩,林间山路,城市马路路口,乡村农田,C,15.024
vid_2529,2529.mp4,12,视频主要展示什么物品？,一盒蛋糕,一双鞋子,一束鲜花,一摞书籍,C,15.024
vid_2530,2530.mp4,15,视频中的人物主要在做什么？,跳舞表演,静坐休息,蹲身捡物,向前行走,D,15.024
vid_2531,2531.mp4,2,视频中主要出现的动物是什么？,猕猴,野猪,山羊,野兔,B,15.024
vid_2532,2532.mp4,14,视频主要的游玩场景是哪里？,雪山,草原,沙漠,海边,D,15.024
vid_2533,2533.mp4,12,视频主要展示的场景是？,繁华都市商圈,乡村农田,老城街巷河道,海边沙滩,C,15.024
vid_2534,2534.mp4,6,视频中的男子主要在做什么？,跑步锻炼,炒菜做饭,跳街舞,对着镜头讲话,D,15.024
vid_2535,2535.mp4,16,视频主要展示的是哪类场景？,山林自然景区,沙漠戈壁区域,室内体育场馆,城市商业街区,A,15.024
vid_2536,2536.mp4,3,视频中的人物主要在做什么？,做饭,游泳,跳舞,走路,D,15.024
vid_2537,2537.mp4,9,视频主要展示的场景是哪里？,写字楼办公室,乡村户外,高空飞机上,大型超市内,B,15.024
vid_2538,2538.mp4,16,围坐在长桌旁的人们主要在做什么？,下棋打牌,吃火锅,加工处理干货,唱歌跳舞,C,15.024
vid_2539,2539.mp4,5,视频中主要展示的物品是？,书包,雨伞,饭碗,铅笔,B,15.024
vid_2540,2540.mp4,17,视频中的人物主要在做什么？,一同合影,做饭炒菜,打扫卫生,骑车赶路,A,15.024
vid_2541,2541.mp4,10,视频中多次出现的从业者是？,建筑工人,外卖小哥,教师,医护人员,B,15.024
vid_2542,2542.mp4,3,视频开头停在路边的特种车辆是？,环卫车,消防车,警车,救护车,D,15.024
vid_2543,2543.mp4,7,视频中的女士主要在做什么？,弹奏乐器表演,面向镜头说话,操场跑步锻炼,厨房炒菜做饭,B,15.024
vid_2544,2544.mp4,9,视频主要展示的是什么？,文具书本,新鲜果蔬,家用电器,各式儿童服装,D,15.024
vid_2545,2545.mp4,6,视频展现的主要场景是哪里？,安静图书馆,热闹集市,封闭电梯间,无人野外,B,15.024
